TYPE;Model;BETA;J_adv-ratio;V_mph;Efficiency;Ct;Cp;PWR_Hp;Torque_In-Lbf;Thrust_Lbf;DIAMETER_IN;Ct*;Cp*
APC MR;APC MR;0.34375;0.48;29;0.6808;0.0206;0.0145;0.078;1.233;0.688;16;0.020841837;0.014945489
APC MR;APC MR;0.34375;0.5;30.2;0.6466;0.0166;0.0128;0.069;1.089;0.554;16;0.01648796;0.013112482
APC MR;APC MR;0.34375;0.52;31.5;0.5879;0.0125;0.0111;0.06;0.94;0.418;16;0.012022661;0.011180676
APC MR;APC MR;0.34375;0.54;32.7;0.4888;0.0084;0.0093;0.05;0.787;0.28;16;0.00744695;0.00915007
APC MR;APC MR;0.34375;0.56;33.9;0.3162;0.0042;0.0074;0.04;0.632;0.14;16;0.002761836;0.007020664
APC MR;APC MR;0.34375;0.58;35.1;0.0042;0;0.0056;0.03;0.478;0.001;16;-0.00203167;0.004792457
APC MR;APC MR;0.34375;0;0;0;0.0912;0.0311;0.328;4.134;4.761;16;0.089282413;0.029297639
APC MR;APC MR;0.34375;0.02;1.5;0.058;0.0894;0.0308;0.324;4.088;4.668;16;0.087905647;0.029835832
APC MR;APC MR;0.34375;0.04;3;0.1147;0.0876;0.0305;0.321;4.048;4.57;16;0.086393219;0.030275226
APC MR;APC MR;0.34375;0.06;4.5;0.1697;0.0856;0.0302;0.318;4.011;4.465;16;0.084746142;0.03061582
APC MR;APC MR;0.34375;0.08;6;0.2226;0.0834;0.0299;0.315;3.976;4.355;16;0.082965424;0.030857614
APC MR;APC MR;0.34375;0.1;7.6;0.2733;0.0812;0.0297;0.313;3.942;4.239;16;0.081052075;0.031000607
APC MR;APC MR;0.34375;0.12;9.1;0.3215;0.0789;0.0294;0.31;3.905;4.117;16;0.079007106;0.031044801
APC MR;APC MR;0.34375;0.14;10.6;0.3671;0.0764;0.0291;0.307;3.866;3.989;16;0.076831526;0.030990195
APC MR;APC MR;0.34375;0.16;12.1;0.4102;0.0739;0.0288;0.303;3.822;3.856;16;0.074526345;0.030836789
APC MR;APC MR;0.34375;0.18;13.6;0.4505;0.0712;0.0284;0.299;3.773;3.716;16;0.072092573;0.030584582
APC MR;APC MR;0.34375;0.2;15.1;0.4881;0.0684;0.028;0.295;3.718;3.571;16;0.069531221;0.030233576
APC MR;APC MR;0.34375;0.22;16.6;0.5231;0.0656;0.0275;0.29;3.657;3.422;16;0.066843297;0.02978377
APC MR;APC MR;0.34375;0.24;18.1;0.5557;0.0626;0.027;0.285;3.587;3.269;16;0.064029812;0.029235164
APC MR;APC MR;0.34375;0.26;19.7;0.5859;0.0596;0.0264;0.278;3.508;3.111;16;0.061091776;0.028587757
APC MR;APC MR;0.34375;0.28;21.2;0.6135;0.0565;0.0257;0.271;3.419;2.949;16;0.058030199;0.027841551
APC MR;APC MR;0.34375;0.3;22.7;0.6386;0.0533;0.025;0.263;3.321;2.782;16;0.05484609;0.026996545
APC MR;APC MR;0.34375;0.32;24.2;0.6613;0.05;0.0242;0.255;3.211;2.611;16;0.05154046;0.026052739
APC MR;APC MR;0.34375;0.34;25.7;0.6815;0.0467;0.0232;0.245;3.087;2.435;16;0.048114318;0.025010132
APC MR;APC MR;0.34375;0.36;27.2;0.6989;0.0432;0.0222;0.234;2.951;2.255;16;0.044568675;0.023868726
APC MR;APC MR;0.34375;0.38;28.7;0.7127;0.0397;0.0211;0.223;2.805;2.07;16;0.04090454;0.02262852
APC MR;APC MR;0.34375;0.4;30.2;0.7232;0.036;0.0199;0.21;2.644;1.881;16;0.037122923;0.021289514
APC MR;APC MR;0.34375;0.42;31.7;0.7297;0.0323;0.0186;0.196;2.468;1.687;16;0.033224835;0.019851707
APC MR;APC MR;0.34375;0.44;33.3;0.7309;0.0285;0.0171;0.181;2.278;1.489;16;0.029211284;0.018315101
APC MR;APC MR;0.34375;0.46;34.8;0.7251;0.0247;0.0156;0.165;2.074;1.287;16;0.025083282;0.016679695
APC MR;APC MR;0.34375;0.48;36.3;0.7085;0.0207;0.014;0.148;1.86;1.08;16;0.020841837;0.014945489
APC MR;APC MR;0.34375;0.5;37.8;0.6754;0.0167;0.0123;0.13;1.637;0.87;16;0.01648796;0.013112482
APC MR;APC MR;0.34375;0.52;39.3;0.6176;0.0126;0.0106;0.112;1.406;0.657;16;0.012022661;0.011180676
APC MR;APC MR;0.34375;0.54;40.8;0.5176;0.0084;0.0088;0.093;1.168;0.441;16;0.00744695;0.00915007
APC MR;APC MR;0.34375;0.56;42.3;0.3389;0.0042;0.007;0.073;0.926;0.221;16;0.002761836;0.007020664
APC MR;APC MR;0.34375;0.58;43.8;0.0046;0;0.0052;0.055;0.688;0.002;16;-0.00203167;0.004792457
APC MR;APC MR;0.34375;0;0;0;0.0923;0.0323;0.589;6.183;6.935;16;0.089282413;0.029297639
APC MR;APC MR;0.34375;0.02;1.8;0.057;0.0904;0.0317;0.577;6.062;6.797;16;0.087905647;0.029835832
APC MR;APC MR;0.34375;0.04;3.6;0.1135;0.0885;0.0311;0.567;5.959;6.651;16;0.086393219;0.030275226
APC MR;APC MR;0.34375;0.06;5.4;0.1688;0.0864;0.0307;0.559;5.869;6.496;16;0.084746142;0.03061582
APC MR;APC MR;0.34375;0.08;7.3;0.2225;0.0843;0.0302;0.551;5.789;6.332;16;0.082965424;0.030857614
APC MR;APC MR;0.34375;0.1;9.1;0.2741;0.082;0.0299;0.544;5.715;6.161;16;0.081052075;0.031000607
APC MR;APC MR;0.34375;0.12;10.9;0.3233;0.0796;0.0295;0.537;5.644;5.981;16;0.079007106;0.031044801
APC MR;APC MR;0.34375;0.14;12.7;0.3701;0.0771;0.0291;0.53;5.572;5.793;16;0.076831526;0.030990195
APC MR;APC MR;0.34375;0.16;14.5;0.4142;0.0745;0.0287;0.523;5.497;5.597;16;0.074526345;0.030836789
APC MR;APC MR;0.34375;0.18;16.3;0.4556;0.0718;0.0283;0.516;5.418;5.393;16;0.072092573;0.030584582
APC MR;APC MR;0.34375;0.2;18.2;0.4941;0.0689;0.0279;0.508;5.333;5.181;16;0.069531221;0.030233576
APC MR;APC MR;0.34375;0.22;20;0.5299;0.0661;0.0274;0.499;5.241;4.965;16;0.066843297;0.02978377
APC MR;APC MR;0.34375;0.24;21.8;0.5634;0.0631;0.0268;0.489;5.135;4.742;16;0.064029812;0.029235164
APC MR;APC MR;0.34375;0.26;23.6;0.5946;0.06;0.0262;0.478;5.016;4.512;16;0.061091776;0.028587757
APC MR;APC MR;0.34375;0.28;25.4;0.6233;0.0569;0.0255;0.465;4.884;4.276;16;0.058030199;0.027841551
APC MR;APC MR;0.34375;0.3;27.2;0.6497;0.0537;0.0247;0.451;4.736;4.034;16;0.05484609;0.026996545
APC MR;APC MR;0.34375;0.32;29;0.6736;0.0504;0.0239;0.435;4.572;3.785;16;0.05154046;0.026052739
APC MR;APC MR;0.34375;0.34;30.9;0.6951;0.047;0.0229;0.418;4.389;3.529;16;0.048114318;0.025010132
APC MR;APC MR;0.34375;0.36;32.7;0.7138;0.0435;0.0219;0.399;4.189;3.267;16;0.044568675;0.023868726
APC MR;APC MR;0.34375;0.38;34.5;0.7293;0.0399;0.0208;0.378;3.973;2.999;16;0.04090454;0.02262852
APC MR;APC MR;0.34375;0.4;36.3;0.7414;0.0362;0.0195;0.356;3.736;2.724;16;0.037122923;0.021289514
APC MR;APC MR;0.34375;0.42;38.1;0.7496;0.0325;0.0182;0.331;3.48;2.443;16;0.033224835;0.019851707
APC MR;APC MR;0.34375;0.44;39.9;0.7524;0.0287;0.0167;0.305;3.202;2.154;16;0.029211284;0.018315101
APC MR;APC MR;0.34375;0.46;41.8;0.748;0.0248;0.0152;0.277;2.908;1.86;16;0.025083282;0.016679695
APC MR;APC MR;0.34375;0.48;43.6;0.7326;0.0208;0.0136;0.248;2.601;1.562;16;0.020841837;0.014945489
APC MR;APC MR;0.34375;0.5;45.4;0.7004;0.0167;0.0119;0.217;2.283;1.258;16;0.01648796;0.013112482
APC MR;APC MR;0.34375;0.52;47.2;0.6431;0.0126;0.0102;0.186;1.953;0.95;16;0.012022661;0.011180676
APC MR;APC MR;0.34375;0.54;49;0.542;0.0085;0.0084;0.153;1.612;0.636;16;0.00744695;0.00915007
APC MR;APC MR;0.34375;0.56;50.8;0.3582;0.0042;0.0066;0.121;1.268;0.319;16;0.002761836;0.007020664
APC MR;APC MR;0.34375;0.58;52.6;0.0051;0;0.0049;0.089;0.931;0.003;16;-0.00203167;0.004792457
APC MR;APC MR;0.5625;0;0;0;0.1202;0.052;0.004;0.078;0.141;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;0.7;0.066;0.1193;0.0527;0.004;0.079;0.14;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;1.3;0.1289;0.1181;0.0535;0.004;0.08;0.139;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.09;2;0.1887;0.1168;0.0542;0.004;0.081;0.137;8;0.122871783;0.056966169
APC MR;APC MR;0.5625;0.12;2.7;0.2454;0.1153;0.0548;0.004;0.082;0.135;8;0.120111016;0.057564913
APC MR;APC MR;0.5625;0.15;3.3;0.299;0.1136;0.0554;0.004;0.083;0.133;8;0.117129916;0.057941356
APC MR;APC MR;0.5625;0.18;4;0.3494;0.1117;0.056;0.004;0.084;0.131;8;0.113931891;0.0580955
APC MR;APC MR;0.5625;0.2;4.6;0.3968;0.1096;0.0564;0.004;0.084;0.129;8;0.111681043;0.058074763
APC MR;APC MR;0.5625;0.23;5.3;0.4412;0.1071;0.0567;0.004;0.085;0.126;8;0.108129051;0.057858406
APC MR;APC MR;0.5625;0.26;6;0.4827;0.1041;0.0566;0.004;0.085;0.122;8;0.104369222;0.05741975
APC MR;APC MR;0.5625;0.29;6.6;0.521;0.1007;0.0564;0.004;0.084;0.118;8;0.100404967;0.056758794
APC MR;APC MR;0.5625;0.32;7.3;0.5561;0.0969;0.0559;0.004;0.084;0.114;8;0.096239693;0.055875538
APC MR;APC MR;0.5625;0.35;8;0.588;0.0927;0.0552;0.004;0.083;0.109;8;0.091876808;0.054769981
APC MR;APC MR;0.5625;0.38;8.6;0.6167;0.0882;0.0542;0.004;0.081;0.104;8;0.087319722;0.053442125
APC MR;APC MR;0.5625;0.41;9.3;0.6422;0.0834;0.053;0.004;0.079;0.098;8;0.082571843;0.051891969
APC MR;APC MR;0.5625;0.44;9.9;0.6643;0.0785;0.0517;0.004;0.077;0.092;8;0.077636578;0.050119513
APC MR;APC MR;0.5625;0.47;10.6;0.6834;0.0735;0.0502;0.004;0.075;0.086;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;11.3;0.6998;0.0692;0.049;0.003;0.073;0.081;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.53;11.9;0.7139;0.0647;0.0476;0.003;0.071;0.076;8;0.061740561;0.043468344
APC MR;APC MR;0.5625;0.55;12.6;0.7268;0.0609;0.0465;0.003;0.069;0.072;8;0.057992511;0.041718606
APC MR;APC MR;0.5625;0.58;13.3;0.7366;0.0555;0.044;0.003;0.066;0.065;8;0.052227852;0.03890875
APC MR;APC MR;0.5625;0.61;13.9;0.7438;0.0499;0.0411;0.003;0.061;0.059;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.64;14.6;0.7482;0.0442;0.0379;0.003;0.057;0.052;8;0.040197732;0.032622138
APC MR;APC MR;0.5625;0.67;15.2;0.7488;0.0382;0.0342;0.002;0.051;0.045;8;0.033939088;0.029145381
APC MR;APC MR;0.5625;0.7;15.9;0.7432;0.0321;0.0303;0.002;0.045;0.038;8;0.027522599;0.025446325
APC MR;APC MR;0.5625;0.73;16.6;0.7276;0.0259;0.0259;0.002;0.039;0.03;8;0.020951675;0.021524969
APC MR;APC MR;0.5625;0.76;17.2;0.6924;0.0195;0.0214;0.002;0.032;0.023;8;0.014229722;0.017381313
APC MR;APC MR;0.5625;0.79;17.9;0.6134;0.0131;0.0168;0.001;0.025;0.015;8;0.00736015;0.013015356
APC MR;APC MR;0.5625;0.82;18.6;0.4373;0.0065;0.0122;0.001;0.018;0.008;8;0.000346368;0.0084271
APC MR;APC MR;0.5625;0.85;19.2;0.01;0.0001;0.0078;0.001;0.012;0;8;-0.006808217;0.003616544
APC MR;APC MR;0.5625;0;0;0;0.1203;0.0516;0.009;0.137;0.251;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;0.9;0.0651;0.1193;0.0524;0.009;0.139;0.249;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;1.7;0.1272;0.1182;0.0531;0.009;0.141;0.247;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.09;2.6;0.1862;0.1169;0.0539;0.009;0.143;0.244;8;0.122871783;0.056966169
APC MR;APC MR;0.5625;0.11;3.5;0.2421;0.1155;0.0546;0.009;0.145;0.241;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;4.3;0.2949;0.1138;0.0552;0.009;0.147;0.238;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;5.2;0.3447;0.112;0.0557;0.009;0.148;0.234;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.2;6.1;0.3913;0.1099;0.0562;0.009;0.149;0.229;8;0.111681043;0.058074763
APC MR;APC MR;0.5625;0.23;6.9;0.435;0.1074;0.0565;0.01;0.15;0.224;8;0.108129051;0.057858406
APC MR;APC MR;0.5625;0.26;7.8;0.4758;0.1047;0.0566;0.01;0.15;0.218;8;0.104369222;0.05741975
APC MR;APC MR;0.5625;0.29;8.7;0.5136;0.1015;0.0565;0.01;0.15;0.212;8;0.100404967;0.056758794
APC MR;APC MR;0.5625;0.31;9.5;0.5484;0.0981;0.0562;0.009;0.15;0.205;8;0.097650242;0.056194656
APC MR;APC MR;0.5625;0.34;10.4;0.5801;0.0942;0.0557;0.009;0.148;0.197;8;0.093352849;0.0551632
APC MR;APC MR;0.5625;0.37;11.3;0.6089;0.0901;0.055;0.009;0.146;0.188;8;0.088860118;0.053909444
APC MR;APC MR;0.5625;0.4;12.1;0.6347;0.0856;0.054;0.009;0.144;0.179;8;0.084175458;0.052433388
APC MR;APC MR;0.5625;0.43;13;0.6575;0.081;0.0529;0.009;0.14;0.169;8;0.079302277;0.050735031
APC MR;APC MR;0.5625;0.46;13.9;0.6774;0.0763;0.0515;0.009;0.137;0.159;8;0.074243983;0.048814375
APC MR;APC MR;0.5625;0.49;14.7;0.6947;0.0714;0.05;0.008;0.133;0.149;8;0.069003985;0.046671419
APC MR;APC MR;0.5625;0.51;15.6;0.7094;0.0664;0.0482;0.008;0.128;0.139;8;0.065411389;0.045119281
APC MR;APC MR;0.5625;0.54;16.5;0.7218;0.0612;0.0461;0.008;0.122;0.128;8;0.059876126;0.042605825
APC MR;APC MR;0.5625;0.57;17.3;0.7317;0.0558;0.0436;0.007;0.116;0.117;8;0.054168248;0.039870069
APC MR;APC MR;0.5625;0.6;18.2;0.739;0.0503;0.0408;0.007;0.109;0.105;8;0.048291163;0.036912013
APC MR;APC MR;0.5625;0.63;19.1;0.7438;0.0445;0.0377;0.006;0.1;0.093;8;0.042248281;0.033731656
APC MR;APC MR;0.5625;0.66;19.9;0.745;0.0386;0.0341;0.006;0.091;0.081;8;0.036043009;0.030329
APC MR;APC MR;0.5625;0.69;20.8;0.7404;0.0324;0.0301;0.005;0.08;0.068;8;0.029678757;0.026704044
APC MR;APC MR;0.5625;0.71;21.7;0.7262;0.0262;0.0258;0.004;0.068;0.055;8;0.025349282;0.024163906
APC MR;APC MR;0.5625;0.74;22.5;0.6952;0.0198;0.0211;0.004;0.056;0.041;8;0.018727636;0.02016845
APC MR;APC MR;0.5625;0.77;23.4;0.6224;0.0133;0.0165;0.003;0.044;0.028;8;0.011956099;0.015950694
APC MR;APC MR;0.5625;0.8;24.3;0.4528;0.0067;0.0118;0.002;0.031;0.014;8;0.005038078;0.011510638
APC MR;APC MR;0.5625;0.83;25.1;0.0055;0;0.0072;0.001;0.019;0;8;-0.002023017;0.006848281
APC MR;APC MR;0.5625;0;0;0;0.1204;0.0518;0.017;0.215;0.393;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;1.1;0.0641;0.1194;0.0525;0.017;0.218;0.39;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;2.1;0.1253;0.1184;0.0533;0.018;0.221;0.386;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;3.2;0.1835;0.1171;0.054;0.018;0.224;0.382;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;4.3;0.2388;0.1157;0.0546;0.018;0.227;0.377;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;5.3;0.2911;0.1141;0.0552;0.018;0.229;0.372;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;6.4;0.3405;0.1122;0.0558;0.018;0.232;0.366;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.2;7.5;0.3869;0.1102;0.0562;0.019;0.233;0.359;8;0.111681043;0.058074763
APC MR;APC MR;0.5625;0.23;8.5;0.4304;0.1077;0.0565;0.019;0.234;0.351;8;0.108129051;0.057858406
APC MR;APC MR;0.5625;0.25;9.6;0.4711;0.105;0.0565;0.019;0.235;0.342;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;10.7;0.5089;0.1018;0.0564;0.019;0.234;0.332;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.31;11.7;0.5437;0.0984;0.0561;0.018;0.233;0.321;8;0.097650242;0.056194656
APC MR;APC MR;0.5625;0.34;12.8;0.5756;0.0946;0.0556;0.018;0.231;0.308;8;0.093352849;0.0551632
APC MR;APC MR;0.5625;0.37;13.9;0.6044;0.0905;0.0549;0.018;0.228;0.295;8;0.088860118;0.053909444
APC MR;APC MR;0.5625;0.39;15;0.6304;0.086;0.0539;0.018;0.224;0.281;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.42;16;0.6534;0.0814;0.0527;0.017;0.219;0.266;8;0.080947407;0.05132585
APC MR;APC MR;0.5625;0.45;17.1;0.6735;0.0767;0.0514;0.017;0.213;0.25;8;0.075950438;0.049479294
APC MR;APC MR;0.5625;0.48;18.2;0.6909;0.0719;0.0499;0.016;0.207;0.234;8;0.07077063;0.047410438
APC MR;APC MR;0.5625;0.51;19.2;0.7058;0.0669;0.0481;0.016;0.2;0.218;8;0.065411389;0.045119281
APC MR;APC MR;0.5625;0.54;20.3;0.7183;0.0617;0.046;0.015;0.191;0.201;8;0.059876126;0.042605825
APC MR;APC MR;0.5625;0.56;21.4;0.7284;0.0564;0.0436;0.014;0.181;0.184;8;0.056089843;0.040806688
APC MR;APC MR;0.5625;0.59;22.4;0.7359;0.0508;0.0409;0.013;0.17;0.166;8;0.050268782;0.037922731
APC MR;APC MR;0.5625;0.62;23.5;0.741;0.0451;0.0378;0.012;0.157;0.147;8;0.044280786;0.034816475
APC MR;APC MR;0.5625;0.65;24.6;0.7426;0.0392;0.0342;0.011;0.142;0.128;8;0.038129266;0.031487919
APC MR;APC MR;0.5625;0.68;25.6;0.7388;0.033;0.0302;0.01;0.126;0.108;8;0.031817628;0.027937063
APC MR;APC MR;0.5625;0.7;26.7;0.7259;0.0266;0.0259;0.009;0.107;0.087;8;0.027522599;0.025446325
APC MR;APC MR;0.5625;0.73;27.8;0.6964;0.0201;0.0212;0.007;0.088;0.066;8;0.020951675;0.021524969
APC MR;APC MR;0.5625;0.76;28.8;0.6286;0.0135;0.0164;0.005;0.068;0.044;8;0.014229722;0.017381313
APC MR;APC MR;0.5625;0.79;29.9;0.4632;0.0068;0.0115;0.004;0.048;0.022;8;0.00736015;0.013015356
APC MR;APC MR;0.5625;0.82;31;0.0074;0.0001;0.0069;0.002;0.028;0;8;0.000346368;0.0084271
APC MR;APC MR;0.5625;0;0;0;0.1205;0.0519;0.03;0.311;0.566;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;1.3;0.0631;0.1196;0.0527;0.03;0.315;0.562;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;2.5;0.1233;0.1185;0.0534;0.03;0.319;0.557;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;3.8;0.1808;0.1173;0.0541;0.031;0.324;0.551;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;5.1;0.2353;0.116;0.0548;0.031;0.327;0.545;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;6.3;0.2871;0.1144;0.0553;0.032;0.331;0.537;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;7.6;0.336;0.1126;0.0559;0.032;0.334;0.529;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.19;8.8;0.3821;0.1105;0.0563;0.032;0.337;0.519;8;0.112818266;0.058097481
APC MR;APC MR;0.5625;0.22;10.1;0.4254;0.1082;0.0565;0.032;0.338;0.508;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;11.4;0.4659;0.1054;0.0566;0.032;0.338;0.495;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;12.6;0.5036;0.1024;0.0565;0.032;0.338;0.481;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.31;13.9;0.5385;0.0989;0.0561;0.032;0.336;0.465;8;0.097650242;0.056194656
APC MR;APC MR;0.5625;0.33;15.2;0.5704;0.0952;0.0556;0.032;0.333;0.447;8;0.094807186;0.055531719
APC MR;APC MR;0.5625;0.36;16.4;0.5995;0.0911;0.0549;0.031;0.328;0.428;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;17.7;0.6256;0.0868;0.054;0.031;0.323;0.408;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.42;18.9;0.6489;0.0822;0.0528;0.03;0.316;0.386;8;0.080947407;0.05132585
APC MR;APC MR;0.5625;0.44;20.2;0.6692;0.0776;0.0515;0.029;0.308;0.364;8;0.077636578;0.050119513
APC MR;APC MR;0.5625;0.47;21.5;0.6869;0.0728;0.05;0.028;0.299;0.342;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;22.7;0.7021;0.0678;0.0483;0.027;0.289;0.318;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.53;24;0.7149;0.0627;0.0463;0.026;0.277;0.294;8;0.061740561;0.043468344
APC MR;APC MR;0.5625;0.56;25.3;0.7252;0.0574;0.044;0.025;0.263;0.27;8;0.056089843;0.040806688
APC MR;APC MR;0.5625;0.58;26.5;0.7331;0.0519;0.0413;0.024;0.247;0.244;8;0.052227852;0.03890875
APC MR;APC MR;0.5625;0.61;27.8;0.7386;0.0462;0.0382;0.022;0.229;0.217;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.64;29;0.7409;0.0402;0.0347;0.02;0.208;0.189;8;0.040197732;0.032622138
APC MR;APC MR;0.5625;0.67;30.3;0.7381;0.0341;0.0308;0.018;0.184;0.16;8;0.033939088;0.029145381
APC MR;APC MR;0.5625;0.69;31.6;0.7269;0.0276;0.0263;0.015;0.157;0.129;8;0.029678757;0.026704044
APC MR;APC MR;0.5625;0.72;32.8;0.6993;0.0208;0.0215;0.012;0.129;0.098;8;0.023158932;0.022856788
APC MR;APC MR;0.5625;0.75;34.1;0.6364;0.014;0.0165;0.009;0.099;0.066;8;0.016486943;0.018787231
APC MR;APC MR;0.5625;0.78;35.4;0.478;0.007;0.0114;0.007;0.068;0.033;8;0.009666199;0.014495375
APC MR;APC MR;0.5625;0.81;36.6;0.0021;0;0.0066;0.004;0.039;0;8;0.002700108;0.009981219
APC MR;APC MR;0.5625;0;0;0;0.1207;0.0522;0.047;0.425;0.772;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;1.5;0.0625;0.1198;0.0529;0.048;0.431;0.766;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;2.9;0.1223;0.1188;0.0536;0.048;0.436;0.759;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;4.4;0.1793;0.1176;0.0543;0.049;0.442;0.752;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;5.9;0.2336;0.1162;0.0549;0.05;0.447;0.743;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;7.3;0.2851;0.1147;0.0555;0.05;0.452;0.733;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;8.8;0.3338;0.1129;0.056;0.051;0.456;0.722;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.19;10.2;0.3797;0.1109;0.0564;0.051;0.459;0.709;8;0.112818266;0.058097481
APC MR;APC MR;0.5625;0.22;11.7;0.4229;0.1085;0.0567;0.051;0.461;0.694;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;13.2;0.4634;0.1058;0.0567;0.051;0.462;0.677;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;14.6;0.5012;0.1027;0.0566;0.051;0.461;0.657;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.3;16.1;0.5361;0.0993;0.0562;0.051;0.458;0.635;8;0.099038709;0.056489075
APC MR;APC MR;0.5625;0.33;17.6;0.5681;0.0956;0.0557;0.05;0.454;0.611;8;0.094807186;0.055531719
APC MR;APC MR;0.5625;0.36;19;0.5972;0.0915;0.055;0.05;0.448;0.585;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;20.5;0.6235;0.0872;0.054;0.049;0.44;0.557;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.41;22;0.6468;0.0826;0.0529;0.048;0.43;0.528;8;0.082571843;0.051891969
APC MR;APC MR;0.5625;0.44;23.4;0.6673;0.0779;0.0516;0.047;0.42;0.498;8;0.077636578;0.050119513
APC MR;APC MR;0.5625;0.47;24.9;0.6851;0.0731;0.0501;0.045;0.408;0.468;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;26.3;0.7004;0.0681;0.0483;0.044;0.393;0.436;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.52;27.8;0.7132;0.063;0.0463;0.042;0.377;0.403;8;0.063585691;0.044306163
APC MR;APC MR;0.5625;0.55;29.3;0.7237;0.0577;0.044;0.04;0.358;0.369;8;0.057992511;0.041718606
APC MR;APC MR;0.5625;0.58;30.7;0.7316;0.0522;0.0413;0.037;0.337;0.334;8;0.052227852;0.03890875
APC MR;APC MR;0.5625;0.61;32.2;0.7372;0.0464;0.0382;0.035;0.311;0.297;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.63;33.7;0.7395;0.0405;0.0347;0.031;0.283;0.259;8;0.042248281;0.033731656
APC MR;APC MR;0.5625;0.66;35.1;0.7367;0.0342;0.0307;0.028;0.25;0.218;8;0.036043009;0.030329
APC MR;APC MR;0.5625;0.69;36.6;0.7258;0.0276;0.0263;0.024;0.214;0.177;8;0.029678757;0.026704044
APC MR;APC MR;0.5625;0.72;38.1;0.6985;0.0209;0.0215;0.019;0.175;0.134;8;0.023158932;0.022856788
APC MR;APC MR;0.5625;0.75;39.5;0.6359;0.014;0.0165;0.015;0.134;0.09;8;0.016486943;0.018787231
APC MR;APC MR;0.5625;0.77;41;0.477;0.0071;0.0114;0.01;0.093;0.045;8;0.011956099;0.015950694
APC MR;APC MR;0.5625;0.8;42.4;0.0008;0;0.0069;0.006;0.056;0;8;0.005038078;0.011510638
APC MR;APC MR;0.5625;0;0;0;0.1207;0.052;0.07;0.552;1.008;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;1.7;0.0628;0.1198;0.0527;0.071;0.56;1.001;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;3.3;0.1229;0.1188;0.0534;0.072;0.567;0.992;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;5;0.1802;0.1176;0.054;0.073;0.575;0.982;8;0.123742487;0.056717188
