TYPE;Model;BETA;J_adv-ratio;V_mph;Efficiency;Ct;Cp;PWR_Hp;Torque_In-Lbf;Thrust_Lbf;DIAMETER_IN;Ct*;Cp*
APC MR;APC MR;0.5625;0.11;6.7;0.2348;0.1163;0.0547;0.074;0.581;0.971;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;8.4;0.2866;0.1147;0.0552;0.075;0.587;0.958;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;10;0.3355;0.113;0.0558;0.075;0.593;0.944;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.19;11.7;0.3816;0.111;0.0562;0.076;0.597;0.927;8;0.112818266;0.058097481
APC MR;APC MR;0.5625;0.22;13.4;0.425;0.1087;0.0564;0.076;0.6;0.907;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;15.1;0.4657;0.106;0.0565;0.076;0.601;0.885;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;16.7;0.5036;0.1029;0.0564;0.076;0.599;0.859;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.3;18.4;0.5388;0.0994;0.056;0.076;0.596;0.83;8;0.099038709;0.056489075
APC MR;APC MR;0.5625;0.33;20.1;0.5711;0.0957;0.0555;0.075;0.59;0.799;8;0.094807186;0.055531719
APC MR;APC MR;0.5625;0.36;21.7;0.6007;0.0916;0.0547;0.074;0.582;0.765;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;23.4;0.6274;0.0872;0.0537;0.072;0.571;0.728;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.41;25.1;0.6513;0.0826;0.0525;0.071;0.558;0.69;8;0.082571843;0.051891969
APC MR;APC MR;0.5625;0.44;26.8;0.6724;0.0779;0.0511;0.069;0.544;0.651;8;0.077636578;0.050119513
APC MR;APC MR;0.5625;0.47;28.4;0.6909;0.073;0.0496;0.067;0.527;0.61;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;30.1;0.7069;0.068;0.0478;0.064;0.508;0.568;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.52;31.8;0.7204;0.0628;0.0457;0.062;0.486;0.524;8;0.063585691;0.044306163
APC MR;APC MR;0.5625;0.55;33.4;0.7314;0.0574;0.0433;0.058;0.461;0.479;8;0.057992511;0.041718606
APC MR;APC MR;0.5625;0.58;35.1;0.7399;0.0518;0.0405;0.055;0.431;0.432;8;0.052227852;0.03890875
APC MR;APC MR;0.5625;0.61;36.8;0.7457;0.0458;0.0373;0.05;0.397;0.383;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.63;38.5;0.7478;0.0397;0.0337;0.045;0.358;0.332;8;0.042248281;0.033731656
APC MR;APC MR;0.5625;0.66;40.1;0.7443;0.0333;0.0296;0.04;0.315;0.278;8;0.036043009;0.030329
APC MR;APC MR;0.5625;0.69;41.8;0.7322;0.0267;0.0252;0.034;0.268;0.223;8;0.029678757;0.026704044
APC MR;APC MR;0.5625;0.72;43.5;0.7028;0.0202;0.0206;0.028;0.219;0.168;8;0.023158932;0.022856788
APC MR;APC MR;0.5625;0.75;45.2;0.6373;0.0135;0.0158;0.021;0.168;0.113;8;0.016486943;0.018787231
APC MR;APC MR;0.5625;0.77;46.8;0.4722;0.0068;0.0111;0.015;0.118;0.057;8;0.011956099;0.015950694
APC MR;APC MR;0.5625;0.8;48.5;0.0001;0;0.007;0.009;0.074;0;8;0.005038078;0.011510638
APC MR;APC MR;0.5625;0;0;0;0.1209;0.0512;0.098;0.689;1.278;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;1.9;0.064;0.12;0.052;0.1;0.699;1.268;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;3.8;0.125;0.119;0.0527;0.101;0.71;1.257;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;5.7;0.1831;0.1178;0.0535;0.103;0.72;1.245;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;7.6;0.2383;0.1165;0.0542;0.104;0.729;1.231;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;9.4;0.2906;0.1149;0.0548;0.105;0.737;1.215;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;11.3;0.34;0.1132;0.0553;0.106;0.745;1.196;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.19;13.2;0.3864;0.1112;0.0558;0.107;0.751;1.175;8;0.112818266;0.058097481
APC MR;APC MR;0.5625;0.22;15.1;0.4301;0.1088;0.0561;0.108;0.755;1.15;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;17;0.471;0.1061;0.0562;0.108;0.756;1.121;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;18.9;0.5093;0.103;0.056;0.108;0.754;1.088;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.3;20.8;0.5448;0.0995;0.0556;0.107;0.749;1.051;8;0.099038709;0.056489075
APC MR;APC MR;0.5625;0.33;22.7;0.5776;0.0956;0.0551;0.106;0.741;1.011;8;0.094807186;0.055531719
APC MR;APC MR;0.5625;0.36;24.6;0.6075;0.0915;0.0543;0.104;0.73;0.967;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;26.4;0.6348;0.0871;0.0532;0.102;0.716;0.92;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.42;28.3;0.6594;0.0824;0.0519;0.1;0.699;0.871;8;0.080947407;0.05132585
APC MR;APC MR;0.5625;0.44;30.2;0.6812;0.0776;0.0505;0.097;0.679;0.82;8;0.077636578;0.050119513
APC MR;APC MR;0.5625;0.47;32.1;0.7004;0.0726;0.0488;0.094;0.657;0.768;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;34;0.7172;0.0674;0.0469;0.09;0.631;0.713;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.53;35.9;0.7313;0.0621;0.0447;0.086;0.602;0.657;8;0.061740561;0.043468344
APC MR;APC MR;0.5625;0.55;37.8;0.7428;0.0567;0.0423;0.081;0.569;0.599;8;0.057992511;0.041718606
APC MR;APC MR;0.5625;0.58;39.7;0.7517;0.0509;0.0394;0.076;0.53;0.538;8;0.052227852;0.03890875
APC MR;APC MR;0.5625;0.61;41.6;0.7574;0.0449;0.0361;0.069;0.486;0.475;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.64;43.4;0.7589;0.0387;0.0325;0.062;0.437;0.409;8;0.040197732;0.032622138
APC MR;APC MR;0.5625;0.66;45.3;0.7548;0.0324;0.0285;0.055;0.384;0.342;8;0.036043009;0.030329
APC MR;APC MR;0.5625;0.69;47.2;0.7411;0.0259;0.0242;0.046;0.326;0.274;8;0.029678757;0.026704044
APC MR;APC MR;0.5625;0.72;49.1;0.7109;0.0197;0.0199;0.038;0.268;0.208;8;0.023158932;0.022856788
APC MR;APC MR;0.5625;0.75;51;0.6422;0.0131;0.0153;0.029;0.206;0.139;8;0.016486943;0.018787231
APC MR;APC MR;0.5625;0.78;52.9;0.4723;0.0066;0.0109;0.021;0.146;0.07;8;0.009666199;0.014495375
APC MR;APC MR;0.5625;0.8;54.8;0.0018;0;0.0068;0.013;0.091;0;8;0.005038078;0.011510638
APC MR;APC MR;0.5625;0;0;0;0.121;0.0505;0.133;0.839;1.579;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;2.1;0.065;0.1202;0.0513;0.135;0.853;1.568;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;4.2;0.1268;0.1192;0.0522;0.138;0.867;1.555;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;6.3;0.1855;0.118;0.053;0.14;0.88;1.54;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;8.4;0.2411;0.1167;0.0537;0.142;0.892;1.523;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;10.5;0.2938;0.1152;0.0544;0.143;0.904;1.503;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;12.6;0.3434;0.1134;0.055;0.145;0.914;1.48;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.19;14.7;0.3901;0.1114;0.0555;0.146;0.922;1.454;8;0.112818266;0.058097481
APC MR;APC MR;0.5625;0.22;16.8;0.4339;0.1091;0.0558;0.147;0.927;1.423;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;18.9;0.4751;0.1063;0.0559;0.147;0.929;1.387;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;21;0.5136;0.1032;0.0558;0.147;0.926;1.346;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.31;23.1;0.5494;0.0997;0.0554;0.146;0.92;1.3;8;0.097650242;0.056194656
APC MR;APC MR;0.5625;0.33;25.2;0.5825;0.0958;0.0548;0.144;0.91;1.25;8;0.094807186;0.055531719
APC MR;APC MR;0.5625;0.36;27.3;0.613;0.0916;0.0539;0.142;0.896;1.195;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;29.4;0.6408;0.0871;0.0528;0.139;0.878;1.137;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.42;31.5;0.6661;0.0824;0.0515;0.136;0.855;1.075;8;0.080947407;0.05132585
APC MR;APC MR;0.5625;0.44;33.6;0.6886;0.0775;0.05;0.132;0.831;1.012;8;0.077636578;0.050119513
APC MR;APC MR;0.5625;0.47;35.7;0.7086;0.0725;0.0483;0.127;0.802;0.946;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;37.8;0.7262;0.0672;0.0462;0.122;0.768;0.877;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.53;39.9;0.741;0.0618;0.044;0.116;0.731;0.807;8;0.061740561;0.043468344
APC MR;APC MR;0.5625;0.56;42.1;0.7531;0.0562;0.0414;0.109;0.689;0.734;8;0.056089843;0.040806688
APC MR;APC MR;0.5625;0.58;44.2;0.7625;0.0503;0.0385;0.101;0.639;0.657;8;0.052227852;0.03890875
APC MR;APC MR;0.5625;0.61;46.3;0.7681;0.0443;0.0352;0.093;0.585;0.578;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.64;48.4;0.7695;0.0382;0.0317;0.084;0.526;0.498;8;0.040197732;0.032622138
APC MR;APC MR;0.5625;0.67;50.5;0.7654;0.032;0.0279;0.073;0.463;0.418;8;0.033939088;0.029145381
APC MR;APC MR;0.5625;0.69;52.6;0.7519;0.0258;0.0238;0.063;0.396;0.337;8;0.029678757;0.026704044
APC MR;APC MR;0.5625;0.72;54.7;0.7201;0.0195;0.0195;0.052;0.325;0.254;8;0.023158932;0.022856788
APC MR;APC MR;0.5625;0.75;56.8;0.6505;0.0131;0.0151;0.04;0.25;0.171;8;0.016486943;0.018787231
APC MR;APC MR;0.5625;0.78;58.9;0.4777;0.0066;0.0107;0.028;0.178;0.086;8;0.009666199;0.014495375
APC MR;APC MR;0.5625;0.8;61;0.0012;0;0.0067;0.018;0.111;0;8;0.005038078;0.011510638
APC MR;APC MR;0.5625;0;0;0;0.1212;0.0499;0.175;1.003;1.914;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;2.3;0.0659;0.1204;0.0508;0.178;1.021;1.901;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;4.6;0.1285;0.1194;0.0517;0.181;1.039;1.885;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;7;0.1879;0.1183;0.0526;0.184;1.056;1.867;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;9.3;0.2439;0.117;0.0534;0.187;1.073;1.847;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;11.6;0.2969;0.1154;0.0541;0.19;1.087;1.823;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;13.9;0.3468;0.1137;0.0547;0.192;1.1;1.795;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.19;16.2;0.3936;0.1117;0.0553;0.194;1.111;1.764;8;0.112818266;0.058097481
APC MR;APC MR;0.5625;0.22;18.5;0.4377;0.1094;0.0556;0.195;1.118;1.727;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;20.9;0.479;0.1066;0.0557;0.196;1.12;1.683;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;23.2;0.5178;0.1035;0.0556;0.195;1.117;1.633;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.31;25.5;0.5539;0.0999;0.0552;0.194;1.11;1.577;8;0.097650242;0.056194656
APC MR;APC MR;0.5625;0.33;27.8;0.5873;0.096;0.0546;0.191;1.097;1.515;8;0.094807186;0.055531719
APC MR;APC MR;0.5625;0.36;30.1;0.6182;0.0918;0.0537;0.188;1.079;1.449;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;32.5;0.6466;0.0872;0.0525;0.184;1.056;1.377;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.42;34.8;0.6725;0.0824;0.0511;0.179;1.028;1.301;8;0.080947407;0.05132585
APC MR;APC MR;0.5625;0.45;37.1;0.6958;0.0775;0.0496;0.174;0.996;1.223;8;0.075950438;0.049479294
APC MR;APC MR;0.5625;0.47;39.4;0.7165;0.0724;0.0478;0.168;0.961;1.143;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;41.7;0.7349;0.067;0.0457;0.16;0.918;1.058;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.53;44.1;0.7504;0.0615;0.0433;0.152;0.871;0.971;8;0.061740561;0.043468344
APC MR;APC MR;0.5625;0.56;46.4;0.7631;0.0558;0.0407;0.143;0.818;0.881;8;0.056089843;0.040806688
APC MR;APC MR;0.5625;0.58;48.7;0.7729;0.0499;0.0377;0.132;0.758;0.788;8;0.052227852;0.03890875
APC MR;APC MR;0.5625;0.61;51;0.7785;0.0439;0.0345;0.121;0.694;0.693;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.64;53.3;0.7797;0.0378;0.031;0.109;0.623;0.597;8;0.040197732;0.032622138
APC MR;APC MR;0.5625;0.67;55.6;0.7753;0.0317;0.0273;0.096;0.548;0.5;8;0.033939088;0.029145381
APC MR;APC MR;0.5625;0.7;58;0.761;0.0255;0.0233;0.082;0.469;0.403;8;0.027522599;0.025446325
APC MR;APC MR;0.5625;0.72;60.3;0.7283;0.0193;0.0191;0.067;0.385;0.304;8;0.023158932;0.022856788
APC MR;APC MR;0.5625;0.75;62.6;0.6561;0.0129;0.0147;0.052;0.296;0.203;8;0.016486943;0.018787231
APC MR;APC MR;0.5625;0.78;64.9;0.4767;0.0064;0.0105;0.037;0.21;0.101;8;0.009666199;0.014495375
APC MR;APC MR;0.5625;0.81;67.2;0.0002;0;0.0066;0.023;0.133;0;8;0.002700108;0.009981219
APC MR;APC MR;0.5625;0;0;0;0.1215;0.0494;0.225;1.181;2.283;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;2.5;0.0669;0.1207;0.0503;0.229;1.204;2.267;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;5.1;0.1302;0.1197;0.0513;0.234;1.227;2.249;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;7.6;0.19;0.1186;0.0522;0.238;1.249;2.228;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;10.1;0.2465;0.1173;0.0531;0.242;1.27;2.204;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;12.7;0.2997;0.1158;0.0539;0.245;1.289;2.176;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;15.2;0.3498;0.1141;0.0546;0.249;1.305;2.143;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.2;17.7;0.3968;0.1121;0.0551;0.251;1.319;2.106;8;0.111681043;0.058074763
APC MR;APC MR;0.5625;0.22;20.3;0.441;0.1098;0.0555;0.253;1.328;2.062;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;22.8;0.4825;0.107;0.0557;0.254;1.331;2.01;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;25.3;0.5214;0.1038;0.0555;0.253;1.328;1.95;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.31;27.9;0.5578;0.1002;0.0551;0.251;1.318;1.883;8;0.097650242;0.056194656
APC MR;APC MR;0.5625;0.33;30.4;0.5915;0.0962;0.0544;0.248;1.302;1.808;8;0.094807186;0.055531719
APC MR;APC MR;0.5625;0.36;33;0.6228;0.092;0.0535;0.244;1.281;1.728;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;35.5;0.6518;0.0873;0.0523;0.238;1.252;1.641;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.42;38;0.6783;0.0825;0.0509;0.232;1.217;1.55;8;0.080947407;0.05132585
APC MR;APC MR;0.5625;0.45;40.6;0.7023;0.0775;0.0492;0.224;1.178;1.456;8;0.075950438;0.049479294
APC MR;APC MR;0.5625;0.47;43.1;0.7238;0.0724;0.0474;0.216;1.134;1.359;8;0.072517338;0.048124756
APC MR;APC MR;0.5625;0.5;45.6;0.743;0.0669;0.0452;0.206;1.081;1.257;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.53;48.2;0.7591;0.0613;0.0428;0.195;1.024;1.152;8;0.061740561;0.043468344
APC MR;APC MR;0.5625;0.56;50.7;0.7725;0.0556;0.0401;0.183;0.96;1.044;8;0.056089843;0.040806688
APC MR;APC MR;0.5625;0.59;53.2;0.7828;0.0497;0.0372;0.169;0.89;0.934;8;0.050268782;0.037922731
APC MR;APC MR;0.5625;0.61;55.8;0.7886;0.0438;0.0341;0.155;0.815;0.823;8;0.046295123;0.035876594
APC MR;APC MR;0.5625;0.64;58.3;0.7899;0.0377;0.0306;0.14;0.733;0.709;8;0.040197732;0.032622138
APC MR;APC MR;0.5625;0.67;60.8;0.7853;0.0316;0.0269;0.123;0.644;0.594;8;0.033939088;0.029145381
APC MR;APC MR;0.5625;0.7;63.4;0.7704;0.0254;0.023;0.105;0.55;0.477;8;0.027522599;0.025446325
APC MR;APC MR;0.5625;0.72;65.9;0.7366;0.0191;0.0188;0.086;0.45;0.359;8;0.023158932;0.022856788
APC MR;APC MR;0.5625;0.75;68.4;0.6645;0.0129;0.0146;0.066;0.349;0.242;8;0.016486943;0.018787231
APC MR;APC MR;0.5625;0.78;71;0.4869;0.0065;0.0104;0.047;0.249;0.122;8;0.009666199;0.014495375
APC MR;APC MR;0.5625;0.81;73.5;0.0019;0;0.0065;0.029;0.155;0;8;0.002700108;0.009981219
APC MR;APC MR;0.5625;0;0;0;0.1221;0.0517;0.299;1.45;2.693;8;0.129797998;0.053836138
APC MR;APC MR;0.5625;0.03;2.8;0.0648;0.1213;0.0524;0.304;1.471;2.675;8;0.127718682;0.055101781
APC MR;APC MR;0.5625;0.06;5.5;0.1268;0.1203;0.0531;0.308;1.492;2.654;8;0.125408808;0.056145125
APC MR;APC MR;0.5625;0.08;8.3;0.1859;0.1192;0.0538;0.312;1.512;2.629;8;0.123742487;0.056717188
APC MR;APC MR;0.5625;0.11;11;0.2422;0.1179;0.0545;0.316;1.531;2.601;8;0.121055922;0.057390031
APC MR;APC MR;0.5625;0.14;13.8;0.2957;0.1164;0.0551;0.319;1.547;2.567;8;0.118147887;0.057840575
APC MR;APC MR;0.5625;0.17;16.5;0.3464;0.1147;0.0556;0.322;1.561;2.529;8;0.115021791;0.058068819
APC MR;APC MR;0.5625;0.2;19.3;0.3943;0.1127;0.056;0.324;1.572;2.485;8;0.111681043;0.058074763
APC MR;APC MR;0.5625;0.22;22.1;0.4397;0.1103;0.0562;0.325;1.578;2.433;8;0.109336309;0.057955225
APC MR;APC MR;0.5625;0.25;24.8;0.4825;0.1075;0.0561;0.325;1.576;2.371;8;0.105645381;0.057590669
APC MR;APC MR;0.5625;0.28;27.6;0.5227;0.1042;0.0558;0.323;1.567;2.299;8;0.101748889;0.057003813
APC MR;APC MR;0.5625;0.31;30.3;0.5601;0.1006;0.0553;0.32;1.552;2.217;8;0.097650242;0.056194656
APC MR;APC MR;0.5625;0.34;33.1;0.5946;0.0965;0.0545;0.316;1.531;2.128;8;0.093352849;0.0551632
APC MR;APC MR;0.5625;0.36;35.8;0.6265;0.0921;0.0535;0.31;1.503;2.032;8;0.090379189;0.054352063
APC MR;APC MR;0.5625;0.39;38.6;0.6559;0.0874;0.0522;0.303;1.467;1.928;8;0.085758127;0.052950106
APC MR;APC MR;0.5625;0.42;41.4;0.6827;0.0825;0.0507;0.294;1.425;1.82;8;0.080947407;0.05132585
APC MR;APC MR;0.5625;0.45;44.1;0.7071;0.0775;0.0491;0.284;1.378;1.708;8;0.075950438;0.049479294
APC MR;APC MR;0.5625;0.48;46.9;0.729;0.0722;0.0471;0.273;1.323;1.592;8;0.07077063;0.047410438
APC MR;APC MR;0.5625;0.5;49.6;0.7486;0.0667;0.0449;0.26;1.26;1.47;8;0.067217529;0.0459077
APC MR;APC MR;0.5625;0.53;52.4;0.765;0.061;0.0424;0.246;1.191;1.346;8;0.061740561;0.043468344
APC MR;APC MR;0.5625;0.56;55.1;0.7787;0.0552;0.0397;0.23;1.115;1.218;8;0.056089843;0.040806688
APC MR;APC MR;0.5625;0.59;57.9;0.7892;0.0494;0.0368;0.213;1.033;1.089;8;0.050268782;0.037922731
APC MR;APC MR;0.5625;0.62;60.7;0.795;0.0435;0.0337;0.195;0.945;0.958;8;0.044280786;0.034816475
APC MR;APC MR;0.5625;0.64;63.4;0.7966;0.0374;0.0303;0.175;0.85;0.826;8;0.040197732;0.032622138
APC MR;APC MR;0.5625;0.67;66.2;0.792;0.0313;0.0266;0.154;0.746;0.691;8;0.033939088;0.029145381
APC MR;APC MR;0.5625;0.7;68.9;0.7772;0.0252;0.0227;0.131;0.637;0.556;8;0.027522599;0.025446325
APC MR;APC MR;0.5625;0.73;71.7;0.7437;0.019;0.0186;0.108;0.523;0.42;8;0.020951675;0.021524969
APC MR;APC MR;0.5625;0.76;74.4;0.6691;0.0128;0.0144;0.083;0.405;0.281;8;0.014229722;0.017381313
APC MR;APC MR;0.5625;0.78;77.2;0.4861;0.0064;0.0103;0.06;0.29;0.141;8;0.009666199;0.014495375
APC MR;APC MR;0.5625;0.81;80;0.0013;0;0.0066;0.038;0.184;0;8;0.002700108;0.009981219
APC MR;APC MR;0.5;0;0;0;0.1165;0.0477;0.006;0.128;0.219;9;0.119515;0.0466025
APC MR;APC MR;0.5;0.03;0.7;0.063;0.1153;0.0482;0.006;0.13;0.217;9;0.117425179;0.0477266
APC MR;APC MR;0.5;0.05;1.3;0.1231;0.1139;0.0488;0.006;0.131;0.214;9;0.115891993;0.0483525
APC MR;APC MR;0.5;0.08;2;0.1804;0.1123;0.0493;0.006;0.133;0.211;9;0.11338478;0.0491061
APC MR;APC MR;0.5;0.11;2.7;0.2346;0.1106;0.0497;0.006;0.134;0.208;9;0.110631679;0.0496374
APC MR;APC MR;0.5;0.13;3.4;0.286;0.1086;0.0501;0.006;0.135;0.204;9;0.108661355;0.0498681
APC MR;APC MR;0.5;0.16;4;0.3345;0.1064;0.0503;0.006;0.136;0.2;9;0.105506012;0.0500289
APC MR;APC MR;0.5;0.18;4.7;0.3802;0.1038;0.0504;0.006;0.136;0.195;9;0.103270683;0.0500126
APC MR;APC MR;0.5;0.21;5.4;0.4229;0.1009;0.0503;0.006;0.136;0.19;9;0.099722566;0.0498029
APC MR;APC MR;0.5;0.24;6.1;0.4626;0.0977;0.0501;0.006;0.135;0.184;9;0.095943329;0.0493709
APC MR;APC MR;0.5;0.26;6.7;0.4992;0.0943;0.0498;0.006;0.134;0.177;9;0.093297121;0.0489594
APC MR;APC MR;0.5;0.29;7.4;0.5328;0.0907;0.0494;0.006;0.133;0.171;9;0.089140259;0.0481569
APC MR;APC MR;0.5;0.32;8.1;0.5632;0.087;0.0489;0.006;0.132;0.164;9;0.084761367;0.0471321
APC MR;APC MR;0.5;0.34;8.8;0.5904;0.0833;0.0483;0.006;0.13;0.157;9;0.081720438;0.0463254
APC MR;APC MR;0.5;0.37;9.4;0.6148;0.0794;0.0477;0.006;0.128;0.149;9;0.07697907;0.0449301
APC MR;APC MR;0.5;0.4;10.1;0.6366;0.0752;0.0467;0.006;0.126;0.141;9;0.07202476;0.0433125
APC MR;APC MR;0.5;0.42;10.8;0.6558;0.0708;0.0455;0.006;0.123;0.133;9;0.06860527;0.0421106
APC MR;APC MR;0.5;0.45;11.5;0.6725;0.0662;0.0442;0.006;0.119;0.125;9;0.063303633;0.0401225
APC MR;APC MR;0.5;0.47;12.1;0.6867;0.0615;0.0425;0.005;0.115;0.116;9;0.059655746;0.0386736
APC MR;APC MR;0.5;0.5;12.8;0.6985;0.0567;0.0406;0.005;0.11;0.107;9;0.05401625;0.036315
APC MR;APC MR;0.5;0.53;13.5;0.7079;0.0517;0.0385;0.005;0.104;0.097;9;0.048178583;0.0337341
APC MR;APC MR;0.5;0.55;14.2;0.7146;0.0465;0.036;0.005;0.097;0.087;9;0.044178393;0.03189
APC MR;APC MR;0.5;0.58;14.8;0.7183;0.0411;0.0332;0.004;0.089;0.077;9;0.038018014;0.0289386
APC MR;APC MR;0.5;0.61;15.5;0.7175;0.0356;0.0301;0.004;0.081;0.067;9;0.031668555;0.0257649
APC MR;APC MR;0.5;0.63;16.2;0.7098;0.0299;0.0267;0.003;0.072;0.056;9;0.027332219;0.0235256
APC MR;APC MR;0.5;0.66;16.9;0.6912;0.0241;0.023;0.003;0.062;0.045;9;0.020675198;0.0199814
APC MR;APC MR;0.5;0.69;17.5;0.6519;0.0182;0.0192;0.002;0.052;0.034;9;0.013838184;0.0162149
APC MR;APC MR;0.5;0.71;18.2;0.5699;0.0122;0.0153;0.002;0.041;0.023;9;0.009181862;0.0135804
APC MR;APC MR;0.5;0.74;18.9;0.3958;0.0061;0.0114;0.001;0.031;0.012;9;0.002052435;0.0094434
APC MR;APC MR;0.5;0.76;19.6;0.0049;0;0.0078;0.001;0.021;0;9;-0.002795673;0.0065619
APC MR;APC MR;0.5;0;0;0;0.1166;0.0476;0.014;0.228;0.39;9;0.119515;0.0466025
APC MR;APC MR;0.5;0.03;0.9;0.062;0.1154;0.0482;0.015;0.231;0.386;9;0.117425179;0.0477266
APC MR;APC MR;0.5;0.05;1.8;0.1212;0.114;0.0487;0.015;0.233;0.381;9;0.115891993;0.0483525
APC MR;APC MR;0.5;0.08;2.6;0.1776;0.1125;0.0492;0.015;0.236;0.376;9;0.11338478;0.0491061
APC MR;APC MR;0.5;0.1;3.5;0.2311;0.1108;0.0497;0.015;0.238;0.37;9;0.11157649;0.049485
APC MR;APC MR;0.5;0.13;4.4;0.2818;0.1088;0.05;0.015;0.24;0.364;9;0.108661355;0.0498681
APC MR;APC MR;0.5;0.16;5.3;0.3296;0.1066;0.0503;0.015;0.241;0.357;9;0.105506012;0.0500289
APC MR;APC MR;0.5;0.18;6.2;0.3747;0.1042;0.0504;0.015;0.241;0.348;9;0.103270683;0.0500126
APC MR;APC MR;0.5;0.21;7.1;0.417;0.1014;0.0504;0.015;0.241;0.339;9;0.099722566;0.0498029
APC MR;APC MR;0.5;0.23;7.9;0.4563;0.0984;0.0503;0.015;0.241;0.329;9;0.097228544;0.0495396
APC MR;APC MR;0.5;0.26;8.8;0.4928;0.0951;0.05;0.015;0.24;0.318;9;0.093297121;0.0489594
APC MR;APC MR;0.5;0.28;9.7;0.5263;0.0916;0.0496;0.015;0.238;0.306;9;0.090550718;0.0484491
APC MR;APC MR;0.5;0.31;10.6;0.5569;0.0879;0.049;0.015;0.235;0.294;9;0.086245457;0.0474984
APC MR;APC MR;0.5;0.34;11.5;0.5847;0.0839;0.0483;0.015;0.231;0.28;9;0.081720438;0.0463254
